date_purchased,gender,total_purchases
2009-06-11,female,2
2009-06-11,male,12
2009-06-12,female,11
2009-06-12,male,9
2009-06-13,female,49
2009-06-13,male,51
2009-06-14,female,197
2009-06-14,male,249
2009-06-15,female,16
2009-06-15,male,14
2009-06-16,female,58
2009-06-16,male,79
2009-06-17,female,10
2009-06-17,male,23
2009-06-18,female,57
2009-06-18,male,60
2009-06-19,female,46
2009-06-19,male,39
2009-06-20,female,102
2009-06-20,male,123
2009-06-21,male,3
2009-06-22,female,70
2009-06-22,male,59
2009-06-23,female,14
2009-06-23,male,19
2009-06-24,female,104
2009-06-24,male,89
2009-06-25,female,139
2009-06-25,male,123
2009-06-26,female,20
2009-06-26,male,33
2009-06-27,female,28
2009-06-27,male,42
2009-06-28,female,171
2009-06-28,male,188
2009-06-29,female,66
2009-06-29,male,71
2009-06-30,female,1
2009-07-01,female,225
2009-07-01,male,272
2009-07-02,female,46
2009-07-02,male,44
2009-07-03,female,213
2009-07-03,male,224
2009-07-04,female,17
2009-07-04,male,12
2009-07-05,female,108
2009-07-05,male,85
2009-07-06,female,273
2009-07-06,male,288
2009-07-07,female,41
2009-07-07,male,39
2009-07-08,female,20
2009-07-08,male,17
2009-07-09,female,35
2009-07-09,male,42
2009-07-10,female,6
2009-07-10,male,4
2009-07-11,female,12
2009-07-11,male,16
2009-07-12,female,173
2009-07-12,male,215
2009-07-13,female,249
2009-07-13,male,266
2009-07-14,female,49
2009-07-14,male,46
2009-07-15,female,14
2009-07-15,male,21
2009-07-16,female,6
2009-07-16,male,10
2009-07-17,female,242
2009-07-17,male,258
2009-07-18,female,12
2009-07-18,male,13
2009-07-19,female,138
2009-07-19,male,186
2009-07-20,female,207
2009-07-20,male,212
2009-07-21,female,35
2009-07-21,male,39
2009-07-22,female,175
2009-07-22,male,194
2009-07-23,female,246
2009-07-23,male,242
2009-07-24,female,115
2009-07-24,male,117
2009-07-25,female,102
2009-07-25,male,112
2009-07-26,female,98
2009-07-26,male,86
2009-07-27,female,73
2009-07-27,male,73
2009-07-28,female,65
2009-07-28,male,65
2009-07-29,female,39
2009-07-29,male,43
2009-07-30,female,149
2009-07-30,male,168
2009-07-31,female,26
2009-07-31,male,29
2009-08-01,female,230
2009-08-01,male,259
2009-08-02,female,16
2009-08-02,male,10
2009-08-03,female,25
2009-08-03,male,32
2009-08-04,female,90
2009-08-04,male,87
2009-08-05,female,153
2009-08-05,male,155
2009-08-06,female,94
2009-08-06,male,61
2009-08-07,female,33
2009-08-07,male,34
2009-08-08,female,9
2009-08-08,male,18
2009-08-09,female,25
2009-08-09,male,32
2009-08-10,female,84
2009-08-10,male,93
2009-08-11,female,115
2009-08-11,male,130
2009-08-12,female,9
2009-08-12,male,7
2009-08-13,female,27
2009-08-13,male,33
2009-08-14,female,170
2009-08-14,male,157
2009-08-15,female,149
2009-08-15,male,169
2009-08-16,female,9
2009-08-16,male,10
2009-08-17,female,128
2009-08-17,male,154
2009-08-18,female,115
2009-08-18,male,149
2009-08-19,female,80
2009-08-19,male,89
2009-08-20,female,276
2009-08-20,male,350
2009-08-21,female,82
2009-08-21,male,83
2009-08-22,female,19
2009-08-22,male,28
2009-08-23,female,222
2009-08-23,male,225
2009-08-24,female,17
2009-08-24,male,20
2009-08-25,female,20
2009-08-25,male,23
2009-08-26,female,22
2009-08-26,male,19
2009-08-27,female,153
2009-08-27,male,165
2009-08-28,female,3
2009-08-28,male,5
2009-08-29,female,330
2009-08-29,male,304
2009-08-30,female,31
2009-08-30,male,31
2009-08-31,female,48
2009-08-31,male,74
2009-09-01,female,35
2009-09-01,male,57
2009-09-02,female,169
2009-09-02,male,177
2009-09-03,female,50
2009-09-03,male,53
2009-09-04,female,87
2009-09-04,male,98
2009-09-05,female,59
2009-09-05,male,49
2009-09-06,female,278
2009-09-06,male,301
2009-09-07,female,48
2009-09-07,male,53
2009-09-08,female,297
2009-09-08,male,329
2009-09-09,female,253
2009-09-09,male,266
2009-09-10,female,81
2009-09-10,male,93
2009-09-11,female,96
2009-09-11,male,104
2009-09-12,female,30
2009-09-12,male,23
2009-09-13,female,26
2009-09-13,male,39
2009-09-14,female,42
2009-09-14,male,49
2009-09-15,female,3
2009-09-15,male,1
2009-09-16,female,54
2009-09-16,male,67
2009-09-17,female,515
2009-09-17,male,570
2009-09-18,female,57
2009-09-18,male,67
2009-09-19,female,1
2009-09-19,male,3
2009-09-20,female,143
2009-09-20,male,140
2009-09-21,female,103
2009-09-21,male,110
2009-09-22,female,24
2009-09-22,male,43
2009-09-23,female,55
2009-09-23,male,83
2009-09-24,female,48
2009-09-24,male,45
2009-09-25,female,100
2009-09-25,male,110
2009-09-26,female,40
2009-09-26,male,49
2009-09-27,female,45
2009-09-27,male,43
2009-09-28,female,102
2009-09-28,male,81
2009-09-29,female,191
2009-09-29,male,205
2009-09-30,female,42
2009-09-30,male,65
2009-10-01,female,44
2009-10-01,male,50
2009-10-02,female,34
2009-10-02,male,28
2009-10-03,female,290
2009-10-03,male,301
2009-10-04,female,3
2009-10-04,male,2
2009-10-05,female,45
2009-10-05,male,39
2009-10-06,female,43
2009-10-06,male,45
2009-10-07,female,14
2009-10-07,male,18
2009-10-08,female,98
2009-10-08,male,84
2009-10-09,female,21
2009-10-09,male,20
2009-10-10,female,102
2009-10-10,male,86
2009-10-11,female,49
2009-10-11,male,45
2009-10-12,female,156
2009-10-12,male,147
2009-10-13,female,10
2009-10-13,male,16
2009-10-14,female,8
2009-10-14,male,12
2009-10-15,female,20
2009-10-15,male,23
2009-10-16,female,78
2009-10-16,male,83
2009-10-17,female,207
2009-10-17,male,227
2009-10-18,female,251
2009-10-18,male,252
2009-10-19,female,160
2009-10-19,male,152
2009-10-20,female,221
2009-10-20,male,235
2009-10-21,female,5
2009-10-21,male,8
2009-10-22,female,60
2009-10-22,male,56
2009-10-23,female,19
2009-10-23,male,31
2009-10-24,female,23
2009-10-24,male,27
2009-10-25,female,298
2009-10-25,male,315
2009-10-26,female,141
2009-10-26,male,133
2009-10-27,female,23
2009-10-27,male,34
2009-10-28,female,78
2009-10-28,male,94
2009-10-29,female,32
2009-10-29,male,37
2009-10-30,female,79
2009-10-30,male,81
2009-10-31,female,88
2009-10-31,male,103
2009-11-01,female,113
2009-11-01,male,135
2009-11-02,female,44
2009-11-02,male,53
2009-11-03,female,15
2009-11-03,male,23
2009-11-04,female,12
2009-11-04,male,4
2009-11-05,female,158
2009-11-05,male,178
2009-11-06,female,109
2009-11-06,male,137
2009-11-07,female,65
2009-11-07,male,73
2009-11-08,female,147
2009-11-08,male,140
2009-11-09,female,23
2009-11-09,male,24
2009-11-10,female,23
2009-11-10,male,31
2009-11-11,female,193
2009-11-11,male,196
2009-11-12,female,62
2009-11-12,male,66
2009-11-13,female,44
2009-11-13,male,48
2009-11-14,female,64
2009-11-14,male,61
2009-11-15,female,24
2009-11-15,male,21
2009-11-16,female,81
2009-11-16,male,90
2009-11-17,female,56
2009-11-17,male,61
2009-11-18,female,9
2009-11-18,male,7
2009-11-19,female,91
2009-11-19,male,77
2009-11-20,female,78
2009-11-20,male,51
2009-11-21,female,220
2009-11-21,male,258
2009-11-22,female,145
2009-11-22,male,124
2009-11-23,female,43
2009-11-23,male,52
2009-11-24,female,10
2009-11-24,male,14
2009-11-25,female,229
2009-11-25,male,240
2009-11-26,female,59
2009-11-26,male,62
2009-11-27,female,8
2009-11-27,male,17
2009-11-28,female,513
2009-11-28,male,515
2009-11-29,female,183
2009-11-29,male,227
2009-11-30,female,85
2009-11-30,male,105
2009-12-01,female,137
2009-12-01,male,164
2009-12-02,female,111
2009-12-02,male,133
2009-12-03,female,16
2009-12-03,male,14
2009-12-04,female,55
2009-12-04,male,60
2009-12-05,female,84
2009-12-05,male,122
2009-12-06,female,166
2009-12-06,male,152
2009-12-07,female,154
2009-12-07,male,150
2009-12-08,female,29
2009-12-08,male,23
2009-12-09,female,36
2009-12-09,male,27
2009-12-10,female,22
2009-12-10,male,45
2009-12-11,female,155
2009-12-11,male,132
2009-12-12,female,1
2009-12-12,male,3
2009-12-13,female,3
2009-12-13,male,6
2009-12-14,female,19
2009-12-14,male,17
2009-12-15,female,101
2009-12-15,male,109
2009-12-16,female,336
2009-12-16,male,365
2009-12-17,female,25
2009-12-17,male,25
2009-12-18,female,177
2009-12-18,male,209
2009-12-19,female,11
2009-12-19,male,10
2009-12-20,female,374
2009-12-20,male,369
2009-12-21,female,245
2009-12-21,male,212
2009-12-22,female,74
2009-12-22,male,57
2009-12-23,female,211
2009-12-23,male,203
2009-12-24,female,57
2009-12-24,male,62
2009-12-25,female,82
2009-12-25,male,82
2009-12-26,female,205
2009-12-26,male,197
2009-12-27,female,124
2009-12-27,male,153
2009-12-28,female,33
2009-12-28,male,35
2009-12-29,female,14
2009-12-29,male,20
2009-12-30,female,98
2009-12-30,male,95
2009-12-31,female,4
2009-12-31,male,5
2010-01-01,female,463
2010-01-01,male,518
2010-01-02,female,75
2010-01-02,male,89
2010-01-03,female,17
2010-01-03,male,27
2010-01-04,female,109
2010-01-04,male,132
2010-01-05,female,169
2010-01-05,male,176
2010-01-06,female,103
2010-01-06,male,97
2010-01-07,female,25
2010-01-07,male,14
2010-01-08,female,102
2010-01-08,male,93
2010-01-09,female,18
2010-01-09,male,21
2010-01-10,female,49
2010-01-10,male,35
2010-01-11,female,140
2010-01-11,male,135
2010-01-12,female,154
2010-01-12,male,162
2010-01-13,female,121
2010-01-13,male,109
2010-01-14,female,102
2010-01-14,male,102
2010-01-15,female,9
2010-01-15,male,13
2010-01-16,female,67
2010-01-16,male,88
2010-01-17,female,109
2010-01-17,male,115
2010-01-18,female,32
2010-01-18,male,34
2010-01-19,female,109
2010-01-19,male,108
2010-01-20,female,76
2010-01-20,male,85
2010-01-21,female,92
2010-01-21,male,78
2010-01-22,female,95
2010-01-22,male,92
2010-01-23,female,17
2010-01-23,male,5
2010-01-24,female,121
2010-01-24,male,152
2010-01-25,female,19
2010-01-25,male,19
2010-01-26,female,67
2010-01-26,male,102
2010-01-27,female,179
2010-01-27,male,156
2010-01-28,female,167
2010-01-28,male,205
2010-01-29,female,296
2010-01-29,male,311
2010-01-30,female,22
2010-01-30,male,32
2010-01-31,female,77
2010-01-31,male,90
2010-02-01,female,289
2010-02-01,male,273
2010-02-02,female,8
2010-02-02,male,8
2010-02-03,female,38
2010-02-03,male,35
2010-02-04,female,29
2010-02-04,male,22
2010-02-05,female,18
2010-02-05,male,17
2010-02-06,female,160
2010-02-06,male,132
2010-02-07,female,15
2010-02-07,male,16
2010-02-08,female,131
2010-02-08,male,127
2010-02-09,female,201
2010-02-09,male,224
2010-02-10,female,57
2010-02-10,male,74
2010-02-11,female,88
2010-02-11,male,65
2010-02-12,female,343
2010-02-12,male,349
2010-02-13,female,225
2010-02-13,male,245
2010-02-14,female,24
2010-02-14,male,19
2010-02-15,female,14
2010-02-15,male,7
2010-02-16,female,270
2010-02-16,male,341
2010-02-17,female,2
2010-02-17,male,9
2010-02-18,female,76
2010-02-18,male,99
2010-02-19,female,53
2010-02-19,male,50
2010-02-20,female,300
2010-02-20,male,300
2010-02-21,female,97
2010-02-21,male,91
2010-02-22,female,206
2010-02-22,male,234
2010-02-23,female,33
2010-02-23,male,42
2010-02-24,female,118
2010-02-24,male,122
2010-02-25,female,69
2010-02-25,male,78
2010-02-26,female,97
2010-02-26,male,99
2010-02-27,female,362
2010-02-27,male,386
2010-02-28,female,31
2010-02-28,male,40
2010-03-01,female,21
2010-03-01,male,20
2010-03-02,female,62
2010-03-02,male,47
2010-03-03,female,54
2010-03-03,male,45
2010-03-04,female,87
2010-03-04,male,85
2010-03-05,female,149
2010-03-05,male,139
2010-03-06,female,55
2010-03-06,male,50
2010-03-07,female,139
2010-03-07,male,153
2010-03-08,female,26
2010-03-08,male,25
2010-03-09,female,6
2010-03-09,male,9
2010-03-10,female,384
2010-03-10,male,420
2010-03-11,female,24
2010-03-11,male,16
2010-03-12,female,42
2010-03-12,male,37
2010-03-13,female,25
2010-03-13,male,30
2010-03-14,female,47
2010-03-14,male,53
2010-03-15,female,229
2010-03-15,male,242
2010-03-16,female,52
2010-03-16,male,51
2010-03-17,female,194
2010-03-17,male,177
2010-03-18,female,375
2010-03-18,male,380
2010-03-19,female,151
2010-03-19,male,183
2010-03-20,female,98
2010-03-20,male,108
2010-03-21,female,17
2010-03-21,male,12
2010-03-22,female,72
2010-03-22,male,90
2010-03-23,female,73
2010-03-23,male,74
2010-03-24,female,17
2010-03-24,male,16
2010-03-25,female,93
2010-03-25,male,120
2010-03-26,female,53
2010-03-26,male,69
2010-03-27,female,24
2010-03-27,male,23
2010-03-28,female,64
2010-03-28,male,55
2010-03-29,female,150
2010-03-29,male,119
2010-03-30,female,57
2010-03-30,male,60
2010-03-31,female,170
2010-03-31,male,159
2010-04-01,female,5
2010-04-01,male,19
2010-04-02,female,77
2010-04-02,male,95
2010-04-03,female,31
2010-04-03,male,45
2010-04-04,female,70
2010-04-04,male,63
2010-04-05,female,148
2010-04-05,male,172
2010-04-06,female,35
2010-04-06,male,33
2010-04-07,female,120
2010-04-07,male,119
2010-04-08,female,28
2010-04-08,male,26
2010-04-09,female,14
2010-04-09,male,24
2010-04-10,female,62
2010-04-10,male,65
2010-04-11,female,13
2010-04-11,male,14
2010-04-12,female,53
2010-04-12,male,48
2010-04-13,female,223
2010-04-13,male,226
2010-04-14,female,237
2010-04-14,male,299
2010-04-15,female,165
2010-04-15,male,156
2010-04-16,female,120
2010-04-16,male,122
2010-04-17,female,56
2010-04-17,male,88
2010-04-18,female,65
2010-04-18,male,66
2010-04-19,female,186
2010-04-19,male,196
2010-04-20,female,7
2010-04-20,male,11
2010-04-21,female,42
2010-04-21,male,43
2010-04-22,female,68
2010-04-22,male,60
2010-04-23,female,97
2010-04-23,male,96
2010-04-24,female,21
2010-04-24,male,13
2010-04-25,female,113
2010-04-25,male,142
2010-04-26,female,73
2010-04-26,male,76
2010-04-27,female,22
2010-04-27,male,23
2010-04-28,female,284
2010-04-28,male,331
2010-04-29,female,29
2010-04-29,male,19
2010-04-30,female,120
2010-04-30,male,120
2010-05-01,female,146
2010-05-01,male,128
2010-05-02,female,238
2010-05-02,male,254
2010-05-03,female,279
2010-05-03,male,286
2010-05-04,female,32
2010-05-04,male,20
2010-05-05,female,237
2010-05-05,male,268
2010-05-06,female,165
2010-05-06,male,175
2010-05-07,female,8
2010-05-07,male,6
2010-05-08,female,8
2010-05-08,male,10
2010-05-09,female,60
2010-05-09,male,62
2010-05-10,female,31
2010-05-10,male,43
2010-05-11,female,9
2010-05-11,male,3
2010-05-12,female,85
2010-05-12,male,66
2010-05-13,female,9
2010-05-13,male,8
2010-05-14,female,62
2010-05-14,male,68
2010-05-15,female,121
2010-05-15,male,133
2010-05-16,female,13
2010-05-16,male,7
2010-05-17,female,78
2010-05-17,male,83
2010-05-18,female,6
2010-05-18,male,9
2010-05-19,female,46
2010-05-19,male,56
2010-05-20,female,3
2010-05-20,male,4
2010-05-21,female,127
2010-05-21,male,157
2010-05-22,female,17
2010-05-22,male,10
2010-05-23,female,66
2010-05-23,male,84
2010-05-24,female,163
2010-05-24,male,159
2010-05-25,female,197
2010-05-25,male,216
2010-05-26,female,250
2010-05-26,male,333
2010-05-27,female,12
2010-05-27,male,8
2010-05-28,female,221
2010-05-28,male,192
2010-05-29,female,92
2010-05-29,male,114
2010-05-30,female,18
2010-05-30,male,10
2010-05-31,female,224
2010-05-31,male,224
2010-06-01,female,49
2010-06-01,male,39
2010-06-02,female,24
2010-06-02,male,31
2010-06-03,female,113
2010-06-03,male,120
2010-06-04,female,112
2010-06-04,male,112
2010-06-05,female,8
2010-06-05,male,10
2010-06-06,female,65
2010-06-06,male,74
2010-06-07,female,156
2010-06-07,male,187
2010-06-08,female,102
2010-06-08,male,90
2010-06-09,female,9
2010-06-09,male,23
2010-06-10,female,166
2010-06-10,male,190
2010-06-11,female,2
2010-06-11,male,3
2010-06-12,female,25
2010-06-12,male,24
2010-06-13,female,104
2010-06-13,male,100
2010-06-14,female,32
2010-06-14,male,33
2010-06-15,female,71
2010-06-15,male,81
2010-06-16,female,54
2010-06-16,male,63
2010-06-17,female,311
2010-06-17,male,346
2010-06-18,female,45
2010-06-18,male,61
2010-06-19,female,73
2010-06-19,male,74
2010-06-20,female,79
2010-06-20,male,87
2010-06-21,female,55
2010-06-21,male,62
2010-06-22,female,53
2010-06-22,male,37
2010-06-23,female,37
2010-06-23,male,33
2010-06-24,female,85
2010-06-24,male,82
2010-06-25,female,85
2010-06-25,male,81
2010-06-26,female,5
2010-06-26,male,12
2010-06-27,female,60
2010-06-27,male,66
2010-06-28,female,103
2010-06-28,male,129
2010-06-29,female,18
2010-06-29,male,15
2010-06-30,female,25
2010-06-30,male,25
2010-07-01,female,260
2010-07-01,male,303
2010-07-02,female,73
2010-07-02,male,62
2010-07-03,female,63
2010-07-03,male,73
2010-07-04,female,264
2010-07-04,male,323
2010-07-05,female,93
2010-07-05,male,104
2010-07-06,female,78
2010-07-06,male,88
2010-07-07,female,213
2010-07-07,male,167
2010-07-08,female,109
2010-07-08,male,115
2010-07-09,female,122
2010-07-09,male,162
2010-07-10,female,95
2010-07-10,male,127
2010-07-11,female,189
2010-07-11,male,192
2010-07-12,female,20
2010-07-12,male,23
2010-07-13,female,107
2010-07-13,male,107
2010-07-14,female,5
2010-07-14,male,2
2010-07-15,female,87
2010-07-15,male,113
2010-07-16,female,97
2010-07-16,male,105
2010-07-17,female,154
2010-07-17,male,172
2010-07-18,female,47
2010-07-18,male,48
2010-07-19,female,221
2010-07-19,male,247
2010-07-20,female,276
2010-07-20,male,261
2010-07-21,female,162
2010-07-21,male,177
2010-07-22,female,59
2010-07-22,male,78
2010-07-23,female,157
2010-07-23,male,196
2010-07-24,female,1
2010-07-24,male,1
2010-07-25,female,33
2010-07-25,male,37
2010-07-26,female,78
2010-07-26,male,85
2010-07-27,female,42
2010-07-27,male,46
2010-07-28,female,23
2010-07-28,male,20
2010-07-29,female,18
2010-07-29,male,23
2010-07-30,female,28
2010-07-30,male,30
2010-07-31,female,149
2010-07-31,male,150
2010-08-01,female,2
2010-08-01,male,1
2010-08-02,female,17
2010-08-02,male,8
2010-08-03,female,296
2010-08-03,male,314
2010-08-04,female,164
2010-08-04,male,203
2010-08-05,female,54
2010-08-05,male,73
2010-08-06,female,46
2010-08-06,male,65
2010-08-07,female,78
2010-08-07,male,98
2010-08-08,female,29
2010-08-08,male,39
2010-08-09,female,160
2010-08-09,male,139
2010-08-10,female,23
2010-08-10,male,34
2010-08-11,female,7
2010-08-11,male,10
2010-08-12,female,27
2010-08-12,male,16
2010-08-13,female,6
2010-08-13,male,7
2010-08-14,female,68
2010-08-14,male,79
2010-08-15,female,46
2010-08-15,male,59
2010-08-16,female,6
2010-08-16,male,16
2010-08-17,female,310
2010-08-17,male,309
2010-08-18,female,107
2010-08-18,male,113
2010-08-19,female,290
2010-08-19,male,279
2010-08-20,female,170
2010-08-20,male,167
2010-08-21,female,227
2010-08-21,male,240
2010-08-22,female,65
2010-08-22,male,52
2010-08-23,female,86
2010-08-23,male,85
2010-08-24,female,90
2010-08-24,male,86
2010-08-25,female,20
2010-08-25,male,22
2010-08-26,female,50
2010-08-26,male,29
2010-08-27,female,15
2010-08-27,male,24
2010-08-28,female,13
2010-08-28,male,20
2010-08-29,female,167
2010-08-29,male,189
2010-08-30,female,96
2010-08-30,male,79
2010-08-31,female,59
2010-08-31,male,73
2010-09-01,female,174
2010-09-01,male,184
2010-09-02,female,2
2010-09-02,male,1
2010-09-03,female,11
2010-09-03,male,5
2010-09-04,female,91
2010-09-04,male,105
2010-09-05,female,71
2010-09-05,male,76
2010-09-06,female,55
2010-09-06,male,92
2010-09-07,female,47
2010-09-07,male,61
2010-09-08,female,55
2010-09-08,male,69
2010-09-09,female,255
2010-09-09,male,297
2010-09-10,female,106
2010-09-10,male,114
2010-09-11,female,251
2010-09-11,male,268
2010-09-12,female,104
2010-09-12,male,121
2010-09-13,female,100
2010-09-13,male,90
2010-09-14,female,26
2010-09-14,male,34
2010-09-15,female,322
2010-09-15,male,297
2010-09-16,female,34
2010-09-16,male,37
2010-09-17,female,43
2010-09-17,male,49
2010-09-18,female,125
2010-09-18,male,113
2010-09-19,female,117
2010-09-19,male,120
2010-09-20,female,160
2010-09-20,male,133
2010-09-21,male,1
2010-09-22,female,64
2010-09-22,male,62
2010-09-23,female,86
2010-09-23,male,76
2010-09-24,female,2
2010-09-25,female,34
2010-09-25,male,37
2010-09-26,female,3
2010-09-26,male,9
2010-09-27,female,18
2010-09-27,male,25
2010-09-28,female,12
2010-09-28,male,13
2010-09-29,female,73
2010-09-29,male,76
2010-09-30,female,261
2010-09-30,male,286
2010-10-01,female,37
2010-10-01,male,37
2010-10-02,female,259
2010-10-02,male,251
2010-10-03,female,45
2010-10-03,male,51
2010-10-04,female,33
2010-10-04,male,36
2010-10-05,female,18
2010-10-05,male,12
2010-10-06,female,89
2010-10-06,male,106
2010-10-07,female,37
2010-10-07,male,37
2010-10-08,female,245
2010-10-08,male,235
2010-10-09,female,16
2010-10-09,male,19
2010-10-10,female,174
2010-10-10,male,197
2010-10-11,female,37
2010-10-11,male,27
2010-10-12,male,1
2010-10-13,female,108
2010-10-13,male,111
2010-10-14,female,32
2010-10-14,male,30
2010-10-15,female,15
2010-10-15,male,29
2010-10-16,female,49
2010-10-16,male,67
2010-10-17,female,490
2010-10-17,male,521
2010-10-18,female,20
2010-10-18,male,20
2010-10-19,female,56
2010-10-19,male,58
2010-10-20,female,118
2010-10-20,male,109
2010-10-21,female,192
2010-10-21,male,197
2010-10-22,female,11
2010-10-22,male,8
2010-10-23,female,112
2010-10-23,male,108
2010-10-24,female,6
2010-10-24,male,8
2010-10-25,female,205
2010-10-25,male,199
2010-10-26,female,95
2010-10-26,male,85
2010-10-27,female,379
2010-10-27,male,393
2010-10-28,female,74
2010-10-28,male,51
2010-10-29,female,17
2010-10-29,male,19
2010-10-30,female,89
2010-10-30,male,77
2010-10-31,female,72
2010-10-31,male,87
2010-11-01,female,87
2010-11-01,male,87
2010-11-02,female,59
2010-11-02,male,66
2010-11-03,female,91
2010-11-03,male,72
2010-11-04,female,314
2010-11-04,male,340
2010-11-05,female,52
2010-11-05,male,50
2010-11-06,female,16
2010-11-06,male,21
2010-11-07,female,42
2010-11-07,male,50
2010-11-08,female,129
2010-11-08,male,133
2010-11-09,female,314
2010-11-09,male,313
2010-11-10,female,117
2010-11-10,male,111
2010-11-11,female,90
2010-11-11,male,101
2010-11-12,female,9
2010-11-12,male,13
2010-11-13,female,461
2010-11-13,male,485
2010-11-14,female,150
2010-11-14,male,175
2010-11-15,female,43
2010-11-15,male,47
2010-11-16,female,199
2010-11-16,male,179
2010-11-17,female,103
2010-11-17,male,115
2010-11-18,female,222
2010-11-18,male,233
2010-11-19,female,11
2010-11-19,male,24
2010-11-20,female,22
2010-11-20,male,27
2010-11-21,female,30
2010-11-21,male,26
2010-11-22,female,22
2010-11-22,male,24
2010-11-23,female,96
2010-11-23,male,81
2010-11-24,female,4
2010-11-24,male,1
2010-11-25,female,15
2010-11-25,male,14
2010-11-26,female,203
2010-11-26,male,216
2010-11-27,female,230
2010-11-27,male,239
2010-11-28,female,20
2010-11-28,male,21
2010-11-29,female,293
2010-11-29,male,246
2010-11-30,female,130
2010-11-30,male,126
2010-12-01,female,49
2010-12-01,male,51
2010-12-02,female,366
2010-12-02,male,373
2010-12-03,female,247
2010-12-03,male,266
2010-12-04,female,172
2010-12-04,male,171
2010-12-05,female,126
2010-12-05,male,109
2010-12-06,female,128
2010-12-06,male,148
2010-12-07,female,29
2010-12-07,male,34
2010-12-08,female,109
2010-12-08,male,104
2010-12-09,female,78
2010-12-09,male,73
2010-12-10,female,94
2010-12-10,male,109
2010-12-11,female,238
2010-12-11,male,251
2010-12-12,female,149
2010-12-12,male,144
2010-12-13,female,216
2010-12-13,male,219
2010-12-14,female,23
2010-12-14,male,24
2010-12-15,female,209
2010-12-15,male,206
2010-12-16,female,46
2010-12-16,male,35
2010-12-17,female,19
2010-12-17,male,30
2010-12-18,female,137
2010-12-18,male,133
2010-12-19,female,63
2010-12-19,male,93
2010-12-20,female,8
2010-12-20,male,5
2010-12-21,female,32
2010-12-21,male,27
2010-12-22,female,60
2010-12-22,male,46
2010-12-23,female,67
2010-12-23,male,78
2010-12-24,female,194
2010-12-24,male,181
2010-12-25,female,27
2010-12-25,male,25
2010-12-26,female,308
2010-12-26,male,322
2010-12-27,female,104
2010-12-27,male,112
2010-12-28,female,111
2010-12-28,male,88
2010-12-29,female,177
2010-12-29,male,157
2010-12-30,female,140
2010-12-30,male,148
2010-12-31,female,212
2010-12-31,male,219
2011-01-01,female,169
2011-01-01,male,190
2011-01-02,female,33
2011-01-02,male,31
2011-01-03,female,29
2011-01-03,male,22
2011-01-04,female,144
2011-01-04,male,142
2011-01-05,female,7
2011-01-05,male,9
2011-01-06,female,53
2011-01-06,male,62
2011-01-07,female,96
2011-01-07,male,85
2011-01-08,female,57
2011-01-08,male,50
2011-01-09,female,139
2011-01-09,male,147
2011-01-10,female,293
2011-01-10,male,315
2011-01-11,female,169
2011-01-11,male,164
2011-01-12,female,463
2011-01-12,male,466
2011-01-13,female,38
2011-01-13,male,30
2011-01-14,female,50
2011-01-14,male,42
2011-01-15,female,150
2011-01-15,male,147
2011-01-16,female,30
2011-01-16,male,36
2011-01-17,female,67
2011-01-17,male,60
2011-01-18,female,41
2011-01-18,male,58
2011-01-19,female,87
2011-01-19,male,120
2011-01-20,female,72
2011-01-20,male,88
2011-01-21,female,6
2011-01-21,male,5
2011-01-22,female,120
2011-01-22,male,120
2011-01-23,female,380
2011-01-23,male,396
2011-01-24,female,76
2011-01-24,male,67
2011-01-25,female,246
2011-01-25,male,289
2011-01-26,female,199
2011-01-26,male,190
2011-01-27,female,191
2011-01-27,male,182
2011-01-28,female,4
2011-01-28,male,7
2011-01-29,female,83
2011-01-29,male,83
2011-01-30,female,289
2011-01-30,male,307
2011-01-31,female,148
2011-01-31,male,149
2011-02-01,female,40
2011-02-01,male,36
2011-02-02,female,7
2011-02-02,male,8
2011-02-03,female,69
2011-02-03,male,77
2011-02-04,female,215
2011-02-04,male,229
2011-02-05,female,327
2011-02-05,male,363
2011-02-06,female,298
2011-02-06,male,292
2011-02-07,female,97
2011-02-07,male,81
2011-02-08,female,73
2011-02-08,male,55
2011-02-09,female,61
2011-02-09,male,74
2011-02-10,female,15
2011-02-10,male,23
2011-02-11,female,28
2011-02-11,male,42
2011-02-12,female,160
2011-02-12,male,158
2011-02-13,female,49
2011-02-13,male,59
2011-02-14,female,58
2011-02-14,male,56
2011-02-15,female,200
2011-02-15,male,237
2011-02-16,female,255
2011-02-16,male,249
2011-02-17,female,77
2011-02-17,male,96
2011-02-18,female,25
2011-02-18,male,23
2011-02-19,female,94
2011-02-19,male,105
2011-02-20,female,56
2011-02-20,male,65
2011-02-21,female,62
2011-02-21,male,79
2011-02-22,female,51
2011-02-22,male,58
2011-02-23,female,6
2011-02-23,male,7
2011-02-24,female,1
2011-02-25,female,77
2011-02-25,male,68
2011-02-26,female,4
2011-02-26,male,5
2011-02-27,female,89
2011-02-27,male,93
2011-02-28,female,71
2011-02-28,male,72
2011-03-01,female,139
2011-03-01,male,163
2011-03-02,female,40
2011-03-02,male,45
2011-03-03,female,60
2011-03-03,male,71
2011-03-04,female,46
2011-03-04,male,55
2011-03-05,female,166
2011-03-05,male,152
2011-03-06,female,155
2011-03-06,male,152
2011-03-07,female,80
2011-03-07,male,74
2011-03-08,female,50
2011-03-08,male,73
2011-03-09,female,326
2011-03-09,male,283
2011-03-10,female,149
2011-03-10,male,170
2011-03-11,female,114
